	Primary_polyp_DMSO_1	Primary_polyp_DMSO_2	Primary_polyp_DMSO_3	Primary_polyp_AZK_1	Primary_polyp_AZK_2	Primary_polyp_AZK_3
NODE_57969_length_951_cov_540.824890_g10876_i1	1652	1647	1655	1417	1386	1379
NODE_52208_length_1161_cov_365.075134_g15057_i0	289	347	285	364	356	389
NODE_52554_length_1146_cov_630.135993_g11246_i2	86	81	104	197	174	183
NODE_102507_length_241_cov_241.949495_g58526_i0	28	30	30	103	101	107
NODE_33459_length_2012_cov_467.206704_g3901_i2	175	179	174	252	248	260
NODE_31294_length_2134_cov_466.623147_g1248_i17	67	72	68	151	143	157
NODE_50570_length_1227_cov_54.478885_g14394_i0	23	19	20	86	94	95
NODE_22581_length_2706_cov_680.889974_g3131_i2	359	371	384	432	423	413
NODE_37039_length_1825_cov_308.883277_g9622_i0	5	5	4	71	71	69
NODE_85219_length_357_cov_576.337580_g41241_i0	214	235	239	289	326	298
NODE_44007_length_1502_cov_259.254284_g10346_i2	16	18	20	85	85	90
NODE_52949_length_1130_cov_753.058878_g10_i11279	98	88	97	171	181	184
NODE_26058_length_2457_cov_211.988815_g6379_i1	93	98	98	186	182	171
NODE_21053_length_2823_cov_554.023381_g5141_i0	167	171	171	251	243	247
NODE_46785_length_1383_cov_489.832090_g10_i10422	15074	14749	14554	11045	11382	10713
NODE_52983_length_1129_cov_153.058932_g10641_i3	147	136	142	245	241	209
NODE_52207_length_1161_cov_547.912343_g11217_i1	156	167	149	231	227	243
NODE_48698_length_1300_cov_944.549722_g7438_i6	7316	7434	7492	5611	5429	5490
NODE_53354_length_1114_cov_243.025210_g4005_i4	182	197	168	247	296	251
NODE_49303_length_1277_cov_597.495138_g13907_i0	171	193	163	240	243	265
NODE_7495_length_4662_cov_327.963195_g10_i2100	205	213	218	290	280	280
NODE_39528_length_1704_cov_322.641180_g10426_i0	10	10	11	72	73	75
NODE_41404_length_1616_cov_413.582327_g19_i4	8	6	6	68	69	69
NODE_34485_length_1958_cov_689.724282_g758_i3	43	40	41	120	112	116
NODE_24310_length_2578_cov_425.883235_g10_i6401	43	43	39	112	114	120
NODE_82408_length_388_cov_452.043478_g38436_i0	277	243	273	372	369	317
NODE_76888_length_466_cov_710.196217_g32965_i0	829	926	885	789	753	812
NODE_44268_length_1490_cov_715.577747_g994_i12	349	458	266	432	485	696
NODE_10875_length_3983_cov_291.740863_g2051_i3	201	212	198	262	258	284
NODE_18755_length_3019_cov_283.150538_g10_i5064	148	198	165	268	219	280
NODE_62241_length_811_cov_211.757812_g10777_i1	265	250	285	374	369	311
NODE_60538_length_865_cov_189.350365_g19433_i0	8	6	5	61	64	73
NODE_15000_length_3418_cov_581.593481_g2310_i1	150	162	149	217	218	231
NODE_37075_length_1823_cov_503.612921_g9632_i0	547	607	622	595	566	579
NODE_4525_length_5681_cov_242.040972_g10_i1196	228	240	239	304	299	285
NODE_19224_length_2979_cov_471.933583_g4340_i1	36	36	43	116	104	110
NODE_26834_length_2406_cov_252.756242_g10_i6940	249	279	279	332	323	316
NODE_60787_length_857_cov_266.429975_g16240_i1	73	87	100	164	168	166
NODE_25734_length_2479_cov_405.722496_g593_i8	132	131	128	201	201	203
NODE_35948_length_1878_cov_535.464850_g10_i8658	80	83	83	157	157	153
NODE_62408_length_806_cov_341.094364_g6728_i10	17	17	22	83	85	80
NODE_19169_length_2984_cov_618.177491_g4665_i0	52	54	55	128	123	124
NODE_25033_length_2528_cov_263.587525_g6176_i0	6	6	7	64	63	63
NODE_45254_length_1446_cov_580.512473_g12349_i0	681	722	669	96	93	97
NODE_56207_length_1010_cov_242.968976_g16979_i0	7	5	6	62	64	63
NODE_22963_length_2678_cov_219.525617_g5628_i0	10	9	9	70	64	67
NODE_40143_length_1675_cov_541.245711_g268_i7	142	126	117	195	200	213
NODE_56113_length_1014_cov_606.266735_g1248_i21	187	184	199	269	251	253
NODE_30072_length_2205_cov_418.024977_g5902_i4	134	141	158	224	210	218
NODE_52579_length_1145_cov_467.079855_g15210_i0	1439	1560	1419	285	283	293
NODE_52601_length_1144_cov_455.039964_g8306_i5	10	9	10	66	66	68
NODE_11741_length_3833_cov_236.997625_g514_i1	179	183	180	252	251	234
NODE_22157_length_2735_cov_630.307949_g5398_i1	43	45	32	95	130	113
NODE_6464_length_4945_cov_783.875765_g1529_i1	33	32	36	95	102	102
NODE_57347_length_972_cov_272.727664_g17580_i0	4	3	4	64	60	60
NODE_54638_length_1067_cov_427.483398_g16199_i0	122	145	131	202	188	209
NODE_32377_length_2073_cov_261.943842_g10_i8016	454	434	459	486	467	449
NODE_118097_length_178_cov_25.681481_g74116_i0	401	396	339	369	413	451
NODE_64714_length_737_cov_385.246398_g10503_i3	343	346	343	28	24	26
NODE_47887_length_1336_cov_299.156999_g13298_i0	31	31	30	91	94	97
NODE_11953_length_3803_cov_458.135638_g10_i3384	169	169	149	214	221	239
NODE_75126_length_498_cov_16.940659_g31238_i0	8	11	9	67	59	68
NODE_54362_length_1076_cov_373.006776_g13243_i1	596	514	661	721	677	590
NODE_61743_length_827_cov_139.625000_g20190_i0	5	4	4	57	60	60
NODE_122918_length_159_cov_42.181034_g78937_i0	12191	11511	11330	8572	12139	9709
NODE_68319_length_642_cov_437.781302_g25060_i0	378	360	360	28	32	31
NODE_86246_length_347_cov_541.953947_g42268_i0	228	236	203	254	283	287
NODE_5458_length_5280_cov_290.665457_g852_i5	198	204	202	256	245	262
NODE_80997_length_406_cov_729.071625_g37032_i0	705	834	739	687	630	849
NODE_32865_length_2045_cov_322.034466_g1991_i3	298	260	337	424	395	338
NODE_59981_length_884_cov_110.922711_g19095_i0	17	20	15	74	75	76
NODE_63467_length_774_cov_695.562244_g21360_i0	694	738	679	605	615	640
NODE_12272_length_3755_cov_600.716595_g2885_i2	210	213	218	273	258	266
NODE_95658_length_277_cov_12.846154_g51679_i0	1277	1147	1259	1098	1086	1039
NODE_43960_length_1504_cov_469.806297_g11681_i3	109	109	109	173	169	179
NODE_58794_length_923_cov_699.319318_g18404_i1	93	102	93	152	164	166
NODE_41137_length_1628_cov_416.523659_g10948_i0	200	209	196	260	246	254
NODE_30218_length_2197_cov_225.956360_g2808_i5	310	276	397	506	435	386
NODE_16307_length_3270_cov_264.344593_g3965_i0	513	549	607	580	549	531
NODE_15725_length_3333_cov_564.661398_g3822_i0	49	53	52	116	112	119
NODE_59382_length_904_cov_309.161440_g18737_i0	17	19	19	72	74	80
NODE_51769_length_1179_cov_708.023768_g10_i11118	6281	6282	6176	4445	4619	4353
NODE_69563_length_611_cov_277.359155_g26098_i0	37	45	38	106	110	96
NODE_24189_length_2587_cov_372.186714_g4938_i2	33	35	34	98	97	92
NODE_22318_length_2724_cov_517.985826_g5465_i0	52	54	55	121	113	120
NODE_29568_length_2236_cov_405.837209_g7447_i0	228	225	240	312	252	305
NODE_27625_length_2355_cov_456.979239_g10_i7097	77	89	77	137	141	158
NODE_42975_length_1549_cov_182.721780_g10_i9815	8	10	9	60	59	64
NODE_2257_length_7219_cov_234.686734_g544_i0	6	6	5	55	57	58
NODE_119619_length_172_cov_530.558140_g75638_i0	13	12	13	60	76	66
NODE_30251_length_2195_cov_195.654275_g7640_i0	6	4	5	57	57	55
NODE_35749_length_1889_cov_540.483207_g10_i8606	1239	1226	1252	1089	1068	983
NODE_60351_length_871_cov_672.118357_g19317_i0	135	143	158	217	212	199
NODE_57636_length_962_cov_251.642002_g17747_i0	5	4	6	55	55	58
NODE_6027_length_5083_cov_404.581548_g10_i1660	18	22	17	77	71	78
NODE_58034_length_949_cov_697.498896_g17963_i0	5	5	3	64	53	52
NODE_22319_length_2724_cov_361.724730_g5466_i0	20	21	21	74	76	81
NODE_24592_length_2557_cov_415.658313_g2996_i2	179	176	176	227	227	234
NODE_55495_length_1036_cov_558.907351_g7229_i6	647	497	640	782	786	575
NODE_32189_length_2084_cov_504.240078_g10_i7985	17	15	15	65	69	76
NODE_71464_length_568_cov_237.491429_g27790_i0	8	9	9	59	60	58
NODE_66209_length_695_cov_507.246933_g23360_i0	57	59	59	114	122	124
NODE_26771_length_2410_cov_635.736375_g6640_i0	1739	1463	1691	1594	1524	1348
NODE_49803_length_1258_cov_214.400823_g10346_i4	5	10	6	66	44	70
NODE_12306_length_3749_cov_505.336751_g2798_i1	123	123	125	208	199	166
NODE_43691_length_1516_cov_211.000000_g11806_i0	6	7	5	55	54	56
NODE_30881_length_2159_cov_472.959357_g1726_i82	584	479	509	574	594	497
NODE_60699_length_860_cov_341.490820_g17357_i1	4	6	4	55	52	54
NODE_53408_length_1112_cov_809.691300_g10_i11324	10	18	11	62	61	78
NODE_36967_length_1828_cov_663.795518_g2481_i2	134	140	131	186	186	197
NODE_15086_length_3409_cov_418.716578_g10_i4168	71	72	74	136	129	136
NODE_85228_length_357_cov_262.535032_g41250_i0	22	20	22	78	78	74
NODE_43326_length_1532_cov_644.051041_g800_i2	393	434	330	375	386	451
NODE_36845_length_1834_cov_427.977666_g9563_i0	1263	1242	1211	238	241	240
NODE_77473_length_457_cov_358.816425_g33535_i0	10	12	11	62	64	58
NODE_12075_length_3785_cov_242.485836_g2909_i0	8	9	9	59	57	57
NODE_6463_length_4945_cov_783.892289_g1529_i0	40	42	36	98	98	97
NODE_112757_length_199_cov_26.134615_g68776_i0	298	286	265	287	304	355
NODE_102908_length_239_cov_96.816327_g58927_i0	379	391	338	351	367	406
NODE_29292_length_2253_cov_323.672398_g5630_i1	104	114	107	160	162	171
NODE_51524_length_1188_cov_212.151092_g506_i76	118	125	162	213	190	208
NODE_60194_length_876_cov_1059.810324_g19231_i0	28424	29603	31150	21160	20443	20350
NODE_46124_length_1410_cov_583.376006_g12654_i0	102	103	101	157	156	163
NODE_5311_length_5334_cov_553.503308_g1112_i1	50	51	51	108	106	113
NODE_5082_length_5438_cov_628.663021_g10_i1351	221	221	223	263	253	262
NODE_21278_length_2805_cov_577.878711_g5199_i0	125	129	132	187	178	184
NODE_92686_length_295_cov_46.126984_g48707_i0	192	218	195	6	4	5
NODE_122336_length_162_cov_6.689076_g78355_i0	289	302	279	287	308	335
NODE_106839_length_222_cov_22.463687_g62858_i0	321	312	278	304	320	356
NODE_46523_length_1394_cov_295.140637_g12792_i0	16	16	15	67	65	68
NODE_58000_length_950_cov_208.650496_g15039_i1	10	10	11	60	57	60
NODE_62007_length_818_cov_326.201290_g14272_i2	18	13	18	65	63	82
NODE_33456_length_2012_cov_527.082783_g6369_i3	364	364	360	362	367	364
NODE_44170_length_1494_cov_262.395589_g10346_i3	14	8	4	56	47	112
NODE_45175_length_1449_cov_214.586060_g2501_i2	183	178	244	306	257	264
NODE_46158_length_1409_cov_755.505124_g4634_i6	47	48	47	104	104	106
NODE_11664_length_3846_cov_232.462004_g10_i3314	173	163	165	228	223	206
NODE_62714_length_797_cov_815.071618_g5550_i5	63	58	63	119	121	121
NODE_64122_length_755_cov_261.742978_g21812_i0	7	7	5	52	52	55
NODE_29325_length_2251_cov_606.582880_g7371_i0	743	759	811	658	660	668
NODE_58611_length_929_cov_208.072235_g18306_i0	5	6	7	54	49	54
NODE_40919_length_1638_cov_598.806897_g5906_i1	153	157	153	204	195	207
NODE_71700_length_563_cov_75.442308_g28003_i0	1	1	1	92	83	84
NODE_45882_length_1420_cov_477.941903_g10_i10290	7680	7412	6912	5225	5313	5056
NODE_30129_length_2202_cov_506.623437_g10_i7576	0	0	0	109	104	106
NODE_66416_length_690_cov_280.442040_g23522_i0	3	3	4	50	49	50
NODE_31548_length_2119_cov_763.207611_g3716_i4	400	390	430	438	385	408
NODE_84365_length_366_cov_421.201238_g40387_i0	290	267	299	21	22	21
NODE_60464_length_867_cov_192.901699_g19383_i0	12	13	14	64	60	60
NODE_112231_length_201_cov_26.215190_g68250_i0	302	293	252	303	292	327
NODE_36059_length_1873_cov_568.907104_g5963_i3	61	64	61	118	117	118
NODE_89236_length_320_cov_49.743682_g45258_i0	308	313	264	295	314	329
NODE_14424_length_3487_cov_481.836818_g2126_i3	50	53	57	111	105	112
NODE_53381_length_1113_cov_355.801869_g15580_i0	85	96	98	147	141	154
NODE_52603_length_1144_cov_351.366939_g15227_i0	5	5	5	47	52	49
NODE_91943_length_300_cov_38.276265_g47964_i0	315	320	273	294	313	351
NODE_77296_length_460_cov_670.968825_g33361_i0	576	588	530	496	506	502
NODE_61273_length_842_cov_407.025031_g11395_i1	168	184	171	215	220	210
NODE_54276_length_1079_cov_660.511583_g16012_i0	155	173	166	205	205	209
NODE_110233_length_209_cov_6.957831_g66252_i0	7	4	4	50	54	46
NODE_36008_length_1875_cov_651.776747_g8601_i1	87	91	90	140	143	144
NODE_46784_length_1383_cov_584.735075_g10_i10421	45	41	42	97	92	103
NODE_73898_length_520_cov_313.788260_g30052_i0	28	36	32	98	118	67
NODE_44023_length_1501_cov_341.242112_g11936_i0	147	154	149	195	189	198
NODE_35903_length_1881_cov_458.965724_g10_i8649	551	480	533	537	528	469
NODE_58826_length_922_cov_601.959044_g7832_i2	99	106	91	145	151	154
NODE_121922_length_163_cov_361.516667_g77941_i0	504	597	582	559	506	493
NODE_42925_length_1551_cov_466.401194_g5262_i1	131	140	159	195	190	193
NODE_104004_length_234_cov_1035.371728_g60023_i0	349	412	268	25	24	37
NODE_55552_length_1034_cov_531.637740_g16655_i0	364	339	346	357	342	354
NODE_47373_length_1358_cov_350.857034_g13102_i0	10	12	12	54	56	60
NODE_33640_length_2002_cov_466.574783_g202_i10	121	131	128	171	170	177
NODE_42845_length_1555_cov_279.229497_g8988_i2	423	494	452	463	554	396
NODE_40392_length_1663_cov_497.771605_g1052_i9	260	245	326	359	346	294
NODE_47717_length_1343_cov_399.481538_g7826_i2	77	76	86	138	131	132
NODE_123401_length_158_cov_4.060870_g79420_i0	129	111	132	191	195	161
NODE_50482_length_1230_cov_325.988206_g908_i4	9	5	4	50	52	48
NODE_26081_length_2455_cov_221.621061_g10_i6796	240	215	286	347	321	265
NODE_45613_length_1431_cov_717.336455_g11301_i2	31	31	33	84	83	81
NODE_47537_length_1351_cov_228.755352_g13165_i0	62	63	66	118	112	119
NODE_51928_length_1173_cov_249.137168_g14937_i0	3	4	3	46	46	46
NODE_43625_length_1519_cov_541.460705_g11783_i0	25	26	27	75	75	76
NODE_68598_length_635_cov_297.562500_g25291_i0	2	4	3	50	43	46
NODE_73238_length_532_cov_1080.766871_g29440_i0	24472	25920	28166	19562	17425	18658
NODE_54633_length_1067_cov_1080.708984_g5941_i9	93	92	91	146	147	136
NODE_35826_length_1885_cov_418.042345_g10_i8624	92	97	100	143	142	151
NODE_39538_length_1704_cov_115.721854_g10431_i0	188	190	210	8	8	9
NODE_114099_length_195_cov_1.072368_g70118_i0	265	204	293	379	326	284
NODE_57401_length_970_cov_451.989213_g17614_i0	357	341	353	34	30	44
NODE_78330_length_444_cov_366.615960_g34382_i0	248	284	294	22	24	21
NODE_17830_length_3115_cov_618.284505_g2798_i3	199	157	152	208	202	300
NODE_110622_length_207_cov_152.335366_g66641_i0	336	299	268	290	316	354
NODE_10222_length_4085_cov_236.266947_g934_i5	172	162	194	246	225	203
NODE_44829_length_1466_cov_217.885453_g12215_i0	8	8	8	49	49	51
NODE_48496_length_1309_cov_246.107425_g13550_i0	4	4	5	44	44	47
NODE_87624_length_334_cov_130.041237_g43646_i0	262	194	328	433	355	309
NODE_66662_length_683_cov_606.698437_g23718_i0	52	56	56	101	100	113
NODE_41564_length_1609_cov_441.081098_g11091_i0	113	134	125	164	162	173
NODE_55152_length_1048_cov_411.660697_g16458_i0	64	37	58	138	89	145
NODE_62090_length_816_cov_38.604140_g20422_i0	371	363	375	358	356	350
NODE_70175_length_597_cov_241.104693_g26628_i0	6	8	10	43	53	54
NODE_50329_length_1236_cov_520.531433_g8960_i1	65	55	83	142	141	109
NODE_66710_length_682_cov_106.093897_g23755_i0	2438	2351	2711	2044	1975	1821
NODE_80260_length_416_cov_288.107239_g36298_i0	139	123	125	167	189	168
NODE_52857_length_1134_cov_347.665445_g15203_i1	8	9	8	52	48	48
NODE_88894_length_323_cov_38.353571_g44916_i0	261	255	227	242	266	290
NODE_97971_length_264_cov_21.212670_g53991_i0	8	7	10	49	50	50
NODE_46236_length_1406_cov_243.141599_g12689_i0	11	12	12	52	53	57
NODE_79687_length_424_cov_411.120735_g35727_i0	402	606	320	435	505	646
NODE_56004_length_1018_cov_502.471795_g15273_i1	96	106	90	134	138	158
NODE_15633_length_3344_cov_306.134505_g3175_i1	2	2	2	44	46	46
NODE_111549_length_204_cov_6.509317_g67568_i0	280	257	238	250	275	305
NODE_47558_length_1350_cov_507.627391_g13172_i0	239	263	264	19	22	21
NODE_24442_length_2568_cov_588.792475_g6017_i0	9	6	2	41	41	68
NODE_48893_length_1292_cov_325.650120_g10_i10751	40	36	37	86	88	84
NODE_27021_length_2394_cov_249.852403_g1991_i1	164	198	118	189	206	280
NODE_83848_length_372_cov_12.747720_g39872_i0	13	10	12	50	57	55
NODE_1148_length_8900_cov_481.482443_g268_i0	53	56	50	103	94	107
NODE_111950_length_202_cov_105.421384_g67969_i0	264	260	230	266	246	290
NODE_39369_length_1712_cov_226.481726_g10383_i0	4	4	4	43	43	42
NODE_35263_length_1915_cov_604.399038_g6712_i2	127	121	132	180	171	160
NODE_44561_length_1477_cov_506.555091_g7220_i4	95	101	112	158	151	140
NODE_62078_length_816_cov_249.128072_g20414_i0	4	3	4	43	40	44
NODE_65403_length_717_cov_782.146884_g22750_i0	39	45	41	87	87	92
NODE_68246_length_644_cov_276.560732_g24996_i0	3	3	4	42	43	41
NODE_62641_length_799_cov_553.228836_g20793_i0	77	71	72	114	120	127
NODE_37951_length_1781_cov_567.225547_g9908_i0	115	115	116	154	158	156
NODE_72361_length_549_cov_589.468379_g28620_i0	167	167	199	226	224	200
NODE_46079_length_1412_cov_704.361578_g7102_i3	294	291	288	291	289	290
NODE_63426_length_775_cov_253.101093_g21326_i0	10	12	10	52	50	51
NODE_41185_length_1626_cov_362.341756_g5137_i2	2	2	2	45	43	42
NODE_10405_length_4052_cov_682.278623_g2486_i0	91	93	93	134	131	142
NODE_24326_length_2577_cov_265.861089_g5990_i0	16	17	16	60	57	59
NODE_62126_length_814_cov_626.284047_g20449_i0	209	230	228	239	229	247
NODE_43866_length_1508_cov_428.481911_g11874_i0	51	55	56	103	99	100
NODE_52157_length_1163_cov_700.450893_g6447_i5	13	21	15	62	51	68
NODE_13044_length_3655_cov_351.333610_g3151_i0	6	7	6	45	44	44
NODE_64687_length_738_cov_141.420144_g22205_i0	37	39	41	86	80	90
NODE_53529_length_1108_cov_453.772770_g13252_i2	752	803	911	718	667	682
NODE_61673_length_829_cov_172.075064_g20148_i0	4	4	4	39	44	41
NODE_8490_length_4426_cov_591.724390_g1990_i1	57	60	61	100	107	108
NODE_23902_length_2609_cov_487.098987_g3163_i2	54	57	59	105	100	103
NODE_47747_length_1342_cov_346.687452_g13238_i0	17	15	17	58	57	60
NODE_50533_length_1228_cov_517.358650_g10735_i4	18	21	26	64	68	66
NODE_71045_length_577_cov_555.074906_g27412_i0	5748	5560	5951	3858	5264	4193
NODE_12699_length_3697_cov_271.441981_g10_i3579	221	219	259	276	267	237
NODE_49750_length_1260_cov_636.193098_g6538_i3	102	110	111	149	145	148
NODE_54195_length_1083_cov_751.975962_g15966_i0	103	122	102	140	145	160
NODE_22387_length_2720_cov_420.589466_g4355_i2	19	18	20	60	64	60
NODE_69604_length_610_cov_1117.114638_g26131_i0	2744	2869	2502	661	692	683
NODE_33527_length_2008_cov_597.326718_g10_i8205	181	196	187	207	205	214
NODE_75356_length_493_cov_220.497778_g31462_i0	4	4	5	46	38	39
NODE_19799_length_2926_cov_482.574402_g4813_i0	112	118	120	155	150	156
NODE_71738_length_562_cov_469.878613_g28039_i0	143	144	142	167	179	177
NODE_49361_length_1275_cov_467.796266_g9031_i3	7	6	5	43	41	44
NODE_27160_length_2386_cov_275.296201_g2304_i1	64	68	66	109	110	109
NODE_53258_length_1118_cov_632.445581_g287_i31	129	126	131	161	163	166
NODE_54545_length_1070_cov_607.995131_g10_i11453	41	44	41	82	85	91
NODE_15390_length_3372_cov_603.957645_g10_i4251	50	55	52	91	95	103
NODE_24056_length_2598_cov_649.610176_g5029_i1	872	1076	834	694	709	932
NODE_40564_length_1655_cov_307.955335_g2270_i10	13	12	11	43	54	58
NODE_47886_length_1336_cov_686.068059_g13297_i0	81	77	81	125	127	117
NODE_30740_length_2167_cov_295.202919_g4850_i1	123	125	134	168	161	160
NODE_84273_length_367_cov_1094.058642_g40295_i0	229	250	231	21	18	20
NODE_59171_length_911_cov_260.108295_g10_i11902	189	298	153	233	330	285
NODE_70267_length_595_cov_580.507246_g26709_i0	61	70	68	121	102	110
NODE_55703_length_1028_cov_343.157360_g16725_i0	27	35	20	72	55	128
NODE_20643_length_2857_cov_434.410803_g5032_i0	13	12	11	51	49	52
NODE_41514_length_1611_cov_375.196429_g5989_i5	3224	3287	3366	2115	2230	2234
NODE_103137_length_238_cov_23.989744_g59156_i0	217	222	197	210	224	245
NODE_25561_length_2490_cov_379.813241_g2076_i4	0	0	0	52	54	57
NODE_116464_length_185_cov_8.281690_g72483_i0	2254	2357	2438	1632	2059	1653
NODE_38100_length_1774_cov_287.662045_g6039_i5	16	18	16	56	58	56
NODE_29088_length_2266_cov_231.457040_g7311_i0	13	14	14	52	53	53
NODE_59623_length_896_cov_413.138335_g18881_i0	22	22	28	66	64	70
NODE_27787_length_2344_cov_420.460669_g6938_i0	53	56	48	90	94	103
NODE_39002_length_1730_cov_401.437463_g10260_i0	3	3	4	40	36	40
NODE_64037_length_757_cov_141.079832_g21746_i0	85	91	79	124	121	130
NODE_44539_length_1478_cov_255.986760_g12117_i0	5	4	5	42	41	37
NODE_46160_length_1409_cov_565.119327_g12663_i0	89	90	89	133	127	127
NODE_41662_length_1604_cov_995.077514_g5029_i4	9015	9517	11301	8031	7140	7069
NODE_17192_length_3177_cov_22.635290_g4189_i0	8	7	10	39	43	56
NODE_102088_length_243_cov_72.985000_g58107_i0	204	212	180	198	213	239
NODE_39855_length_1689_cov_706.877886_g10344_i1	191	188	185	203	201	215
