	KO definition	gene name	counts
634	collagen type XX alpha	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_40297_length_1668_cov_702.177231_g1000_i10_2', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	16
160	EMI domain-containing protein 1	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_40297_length_1668_cov_702.177231_g1000_i10_2', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	16
646	complement C1q and tumor necrosis factor-related protein 5	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_40297_length_1668_cov_702.177231_g1000_i10_2', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	16
442	adiponectin	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	16
633	collagen type XVIII alpha	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_4', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	16
858	glutathione transferase [EC:2.5.1.18]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
851	gliomedin	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
650	complement C1q subcomponent subunit B	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
637	collagen type XXIII alpha	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
638	collagen type XXV alpha	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
1033	macrophage scavenger receptor 1	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
641	collectin sub-family member 10	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_52579_length_1145_cov_467.079855_g15210_i0_4', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
631	collagen type XVI alpha	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
644	complement C1q and tumor necrosis factor-related protein 2	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
647	complement C1q and tumor necrosis factor-related protein 7	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
648	complement C1q and tumor necrosis factor-related protein 9	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
639	collagen type XXVI alpha (EMI domain-containing protein 2)	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
629	collagen type XIX alpha	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
630	collagen type XV alpha	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
614	collagen and calcium-binding EGF domain-containing protein 1	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
627	collagen type XIII alpha	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
422	acetylcholinesterase collagenic tail peptide	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
615	collagen triple helix repeat-containing protein 1	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	15
1047	mannose-binding lectin	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6', 'NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_52579_length_1145_cov_467.079855_g15210_i0_4', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	14
652	complement C1q tumor necrosis factor-related protein 1/6/8	['NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	14
763	ectodysplasin-A	['NODE_24058_length_2598_cov_603.844618_g5029_i3_5', 'NODE_31099_length_2145_cov_978.660799_g7863_i0_2', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_5', 'NODE_36845_length_1834_cov_427.977666_g9563_i0_5', 'NODE_40210_length_1672_cov_751.866789_g7863_i2_4', 'NODE_47577_length_1349_cov_864.607963_g8431_i3_2', 'NODE_48698_length_1300_cov_944.549722_g7438_i6_1', 'NODE_54076_length_1087_cov_1069.388889_g8431_i4_4', 'NODE_54360_length_1076_cov_686.294288_g16046_i0_3', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_5', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_4', 'NODE_60194_length_876_cov_1059.810324_g19231_i0_4', 'NODE_67158_length_672_cov_9.523052_g24107_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	14
24	ABC-2 type transport system permease protein	['NODE_24967_length_2532_cov_403.345119_g5897_i1_5', 'NODE_40297_length_1668_cov_702.177231_g1000_i10_5', 'NODE_41514_length_1611_cov_375.196429_g5989_i5_5', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_5', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_2', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_1', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_2', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_2', 'NODE_60414_length_869_cov_349.640436_g18821_i1_2', 'NODE_61354_length_839_cov_358.285176_g18821_i2_5', 'NODE_61938_length_821_cov_78.356041_g20323_i0_3', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_3']	12
